Locality_ID,Geosite_Name,Latitude_WGS84,Longitude_WGS84,Region,Dist_to_Highway_m,Slope_deg,Ruggedness,Elevation_m,LULC_Friction,Dist_to_Settlement_m,Soil_Class,Geology_Class,LULC_Class_Name_WorldCover,Coordinate_Precision,N_Raster_Cells_Imputed,MCDM_Score,MCDM_Class,National_Model_Class
loc_00570,Travertine of Ifahsa,35.299126,-5.21998,Tanger-Tétouan-Al Hoceima,143.54180360623874,12.953512622027434,8.916936950683594,116.1525650024414,0.55,15145.418323388283,,,,point,0,,,
loc_00571,Ifahsa spring,35.297071,-5.233062,Tanger-Tétouan-Al Hoceima,455.3555390297559,30.256984538977925,19.61426025390625,242.26809692382807,0.55,14621.394671476148,,,,point,0,,,
loc_00572,Oued Adelmane cave,35.21421,-5.035252,Tanger-Tétouan-Al Hoceima,3755.956452081682,56.97380244065415,54.66337768554688,599.979248046875,0.55,21775.807890743457,,,,point,0,,,
loc_00573,Al Kalaa spring,35.219337,-5.138959,Tanger-Tétouan-Al Hoceima,5162.56906272392,27.17471143194189,16.68539306640625,692.6703491210938,0.55,13032.33933487815,,,,point,0,,,
loc_00574,Ruiniform Chaos of Bab Al Arz,35.332065,-5.558865,Tanger-Tétouan-Al Hoceima,1625.16391109538,12.073696432465074,7.3251953125,605.9994506835938,0.55,31258.39230519809,,,,point,0,,,
loc_00575,Lkhoujja spring,35.260086,-5.260401,Tanger-Tétouan-Al Hoceima,85.22978044685284,18.30093635626337,8.664998168945312,216.9290771484375,0.1,10178.960417200307,,,,point,0,,,
loc_00576,Tazroute springs,35.318987,-5.498023,Tanger-Tétouan-Al Hoceima,957.0265175868252,22.001254145950124,12.46739990234375,1019.5840454101562,0.35,26721.3476003284,,,,point,0,,,
loc_00577,Monte spring,35.271547,-5.505652,Tanger-Tétouan-Al Hoceima,932.9169474051104,18.44495450057236,10.80810791015625,1031.830322265625,0.55,24398.61069520776,,,,point,0,,,
loc_00578,Souyah spring,35.207925,-5.045195,Tanger-Tétouan-Al Hoceima,4683.7363797908265,61.71590021804024,58.4457080078125,556.2886962890625,0.55,20740.87923733789,,,,point,0,,,
loc_00579,Talassemtane spring,35.127342,-5.069507,Tanger-Tétouan-Al Hoceima,4815.1082663652405,7.240067024653596,3.533076171875,1347.7347412109375,0.2,18656.275347605348,,,,point,0,,,
loc_00580,Ruiniform landscape of Afaska,35.184135,-5.213966,Tanger-Tétouan-Al Hoceima,4840.239168361445,31.37635265193984,22.8293994140625,1770.4932861328125,0.55,5229.265789910125,,,,point,0,,,
loc_00581,Imezzar spring,35.188157,-5.178,Tanger-Tétouan-Al Hoceima,6725.114817677813,27.332467377214503,14.74072509765625,922.6757202148438,0.55,8489.302001846296,,,,point,0,,,
loc_00582,Kaf Lahmam cave,35.183612,-5.196393,Tanger-Tétouan-Al Hoceima,6299.773284582223,20.455775567783103,13.382763671875,1222.095458984375,0.55,6744.57830777569,,,,point,0,,,
loc_00583,Tizi cave,35.185283,-5.194535,Tanger-Tétouan-Al Hoceima,6522.140627838849,22.09372652287776,15.1343701171875,1255.8482666015625,0.55,6955.090467829858,,,,point,0,,,
loc_00584,Azilane spring,35.179224,-5.246292,Tanger-Tétouan-Al Hoceima,2069.51125058846,25.604420265065578,15.5043212890625,1048.0145263671875,0.15,2316.870396989959,,,,point,0,,,
loc_00585,Assifane cavities,35.112876,-4.967752,Tanger-Tétouan-Al Hoceima,173.75889180653485,27.303711468104567,17.50154052734375,672.646484375,0.15,28030.340050013725,,,,point,0,,,
loc_00586,Limestone pavement of Bouhalla,35.09254,-5.149741,Tanger-Tétouan-Al Hoceima,2593.7928006913407,14.843393503956625,7.7682421875,1343.3555908203125,0.55,13718.350483122464,,,,point,0,,,
loc_00587,Polje Al Malaab,35.601983,-5.388492,Tanger-Tétouan-Al Hoceima,1603.5072558856089,2.635770379260838,1.30732421875,429.5802917480469,0.15,3790.377228244214,,,,point,0,,,
loc_00588,Limestone pavement of Tissemlal,35.178221,-5.246293,Tanger-Tétouan-Al Hoceima,1992.2760516242204,27.85506736997567,17.874462890625,1078.2724609375,0.55,2262.927910952595,,,,point,0,,,
loc_00589,Karst complex of Mountain Lakraa,35.132726,-5.136942,Tanger-Tétouan-Al Hoceima,7105.2239138778,15.28037069015295,8.500634765625,1705.0224609375,0.55,12601.390156244126,,,,point,0,,,
loc_00590,Doline of Tissouka,35.186232,-5.138926,Tanger-Tétouan-Al Hoceima,8003.8839315803325,24.5415846971126,13.8305224609375,1402.0194091796875,0.35,11921.703906550089,,,,point,0,,,
loc_00591,Taghobayt cave,35.092642,-5.149841,Tanger-Tétouan-Al Hoceima,2605.865611373905,16.15061946819755,8.6735986328125,1340.5592041015625,0.55,13704.187113049047,,,,point,0,,,
loc_00592,Ketama spring,34.875649,-4.626438,Tanger-Tétouan-Al Hoceima,71.40684434839311,14.77854673267532,7.7059130859375,1291.8304443359375,0.55,66925.73002111171,,,,point,0,,,
loc_00593,Ruiniform Chaos of Bou Slimane,35.086438,-5.142154,Tanger-Tétouan-Al Hoceima,1961.8561966105767,26.105984661686808,14.962822265625,1622.664306640625,0.55,14680.819022585929,,,,point,0,,,
loc_00594,Al Khattabi undersea cavities,35.213251,-4.65117,Tanger-Tétouan-Al Hoceima,1454.8206481868615,27.11298190946894,17.381028671264648,22.372915267944336,0.9,56301.75579675217,,,,point,0,,,
loc_00595,Oulassen spring,35.015721,-4.908043,Tanger-Tétouan-Al Hoceima,1958.7787562977765,15.57866677927739,8.93546875,1825.241943359375,0.55,36935.76571184454,,,,point,0,,,
loc_00596,Lamouassif spring,34.988318,-4.820548,Tanger-Tétouan-Al Hoceima,331.6150109756682,20.600092173662294,11.10734375,1447.8492431640625,0.55,45421.23365221053,,,,point,0,,,
loc_00597,Charika spring,34.957309,-4.678067,Tanger-Tétouan-Al Hoceima,389.22981783187294,31.42101360661508,18.9551953125,1738.32177734375,0.35,58644.6664132947,,,,point,0,,,
loc_00598,Complex of cavities of Badis,35.154371,-4.225422,Tanger-Tétouan-Al Hoceima,4485.428839525424,23.53176998934769,13.72552490234375,394.0517272949219,0.15,28660.78855001602,,,,point,0,,,
loc_00599,Ksar Seghir beach,35.844381,-5.553495,Tanger-Tétouan-Al Hoceima,143.27890324771474,4.964306462551895,4.052738037109375,0.0,0.15,17322.524955255456,,,,point,0,,,
loc_00600,Dalia beach,35.905462,-5.473829,Tanger-Tétouan-Al Hoceima,742.5426358186497,5.574435807365259,2.720141191482544,0.0,0.05,12524.012301521248,,,,point,0,,,
loc_00601,Oued Lmarsa beach,35.904153,-5.446488,Tanger-Tétouan-Al Hoceima,130.65823353322773,1.8016786662559767,1.185533435344696,0.7845090627670288,0.1,10530.703251649862,,,,point,0,,,
loc_00602,Laila small island,35.511708,-5.466257,Tanger-Tétouan-Al Hoceima,2353.292508367131,16.914487546542134,10.726588134765626,289.905029296875,0.15,10505.099724564896,,,,point,0,,,
loc_00603,Sebta peninsula,35.898229,-5.326348,Tanger-Tétouan-Al Hoceima,600.4798125851685,2.72474701523104,0.8938181161880493,2.428896188735962,0.05,7284.190620785632,,,,point,0,,,
loc_00604,Rifiyin beach,35.837834,-5.35421,Tanger-Tétouan-Al Hoceima,123.03197248839622,9.157587134463885,4.649205207824707,19.180435180664062,0.2,668.0696414234682,,,,point,0,,,
loc_00605,Tres Pierdas beach,35.772728,-5.345322,Tanger-Tétouan-Al Hoceima,299.27455403226224,0.0,0.0,0.0,0.9,7533.613556542409,,,,point,0,,,
loc_00606,Smir lagoon,35.32247,-5.447082,Tanger-Tétouan-Al Hoceima,4895.364720962456,9.469069857976098,5.43886962890625,419.5976257324219,0.15,23569.6236604535,,,,point,0,,,
loc_00607,Mdiq beach,35.695322,-5.327791,Tanger-Tétouan-Al Hoceima,155.1040616403104,2.6635612914986315,1.4495710015296936,2.3937857151031494,0.1,1392.827476812774,,,,point,0,,,
loc_00608,Negro Cape beach,35.663249,-5.283808,Tanger-Tétouan-Al Hoceima,340.15091751332614,0.6350425224516381,0.1748455572128296,0.0,0.1,4203.845828751484,,,,point,0,,,
loc_00609,Swamp of Oued Al Mallah,35.591054,-5.260202,Tanger-Tétouan-Al Hoceima,1987.3710810987948,0.1196928420658713,0.0291316711902618,0.0,0.9,3193.744199895745,,,,point,0,,,
loc_00610,Martil beach,35.624365,-5.271424,Tanger-Tétouan-Al Hoceima,90.56290633805068,0.0,0.0,0.0,0.9,808.4915652285586,,,,point,0,,,
loc_00611,Coastal erosion of Sidi Abdeslam,35.571666,-5.253896,Tanger-Tétouan-Al Hoceima,455.30317700582265,2.0375895100053465,0.6763460922241211,13.901686668395996,0.2,5409.501818481594,,,,point,0,,,
loc_00612,Azla beach,35.550158,-5.2403,Tanger-Tétouan-Al Hoceima,161.77917889896756,3.1606992744614457,1.3922475957870484,0.0,0.9,8083.671212652341,,,,point,0,,,
loc_00613,Amsa beach,35.540827,-5.217951,Tanger-Tétouan-Al Hoceima,490.2380458782269,1.2155843523900274,0.6496040749549866,1.7890864610671997,0.1,9920.160751325966,,,,point,0,,,
loc_00614,Tamrabet beach,35.533503,-5.193817,Tanger-Tétouan-Al Hoceima,251.57335151300293,15.391515584524962,8.820155181884765,15.807310104370115,0.15,11828.116651031462,,,,point,0,,,
loc_00615,Tamernout beach,35.524625,-5.169756,Tanger-Tétouan-Al Hoceima,380.3057030803228,1.8937286581818813,0.7058859395980835,0.0,0.9,13988.334727518271,,,,point,0,,,
loc_00616,Ouachtam beach,35.505256,-5.154237,Tanger-Tétouan-Al Hoceima,37.18239356430906,18.732235205578764,12.29179451942444,12.583038330078123,0.15,16530.98524959051,,,,point,0,,,
loc_00617,Cape of Mekkad,35.475134,-5.108713,Tanger-Tétouan-Al Hoceima,48.50765512931152,26.690776704760736,16.362431030273438,102.78482818603516,0.55,21781.500081982147,,,,point,0,,,
loc_00618,Oued Laou beach,35.311751,-5.411482,Tanger-Tétouan-Al Hoceima,2481.252336467421,21.43224666397328,10.915576171875,571.2356567382812,0.15,20536.17994202857,,,,point,0,,,
loc_00619,Targha beach,35.394421,-5.020287,Tanger-Tétouan-Al Hoceima,241.97280143851165,19.942248133828016,12.352669982910156,80.30411529541016,0.15,33712.535457660866,,,,point,0,,,
loc_00620,Stihat beach,35.337057,-4.944453,Tanger-Tétouan-Al Hoceima,1149.6860317177195,1.1234438488457672,0.5475441932678222,1.1066066026687622,0.15,34858.50831814047,,,,point,0,,,
loc_00621,Sidi Yahya Aarab beach,35.299876,-4.878001,Tanger-Tétouan-Al Hoceima,216.93594851915464,11.77602915087934,6.075729293823242,0.0,0.9,38332.7176324964,,,,point,0,,,
loc_00622,Jnane Enich beach,35.304252,-4.895643,Tanger-Tétouan-Al Hoceima,434.6763022725036,21.92978707852128,20.10143560886383,14.999631881713867,0.9,37050.15643613244,,,,point,0,,,
loc_00623,Amtar beach,35.245279,-4.795919,Tanger-Tétouan-Al Hoceima,310.2200908356,1.0998812662968802,0.6929011344909668,3.5081636905670166,0.2,43756.904196413336,,,,point,0,,,
loc_00624,Monica beach,35.212507,-4.653219,Tanger-Tétouan-Al Hoceima,1250.9557439455982,9.815205429102049,3.848826041221619,0.0,0.1,56109.30590720177,,,,point,0,,,
loc_00625,Lhwad beach,35.211957,-4.64893,Tanger-Tétouan-Al Hoceima,1440.6274793118112,16.09313948541283,8.992662115097046,0.0,0.9,56492.560119150665,,,,point,0,,,
loc_00626,Cala Iris beach,35.117838,-5.145054,Tanger-Tétouan-Al Hoceima,5395.038817621059,19.247171894304447,12.769658203125,1894.7452392578125,0.35,12559.940601584029,,,,point,0,,,
loc_00627,Badis small island,35.170472,-4.296347,Tanger-Tétouan-Al Hoceima,3426.390879096914,6.787123850459575,3.2569746923446656,1.4582343101501465,0.1,34286.77138302132,,,,point,0,,,
loc_00628,Taoussert beach,35.188456,-4.21334,Tanger-Tétouan-Al Hoceima,8292.558156339366,25.060383167732216,14.916580476760863,16.14724349975586,0.55,26482.994914108,,,,point,0,,,
loc_00629,Bousikour beach,35.233504,-4.033563,Tanger-Tétouan-Al Hoceima,4384.813570088511,15.714408716192198,8.079572658538819,2.731919765472412,0.9,9476.87249068078,,,,point,0,,,
loc_00630,Boumehdi beach,35.238055,-3.975661,Tanger-Tétouan-Al Hoceima,45.63099569599655,6.1291129093348085,3.063108727931976,0.711591899394989,0.9,4203.779744057535,,,,point,0,,,
loc_00631,Tala Youssef beach,35.236105,-3.981783,Tanger-Tétouan-Al Hoceima,42.53804475502481,13.899740547276233,9.865088443756104,3.235933780670166,0.9,4791.762440107303,,,,point,0,,,
loc_00632,Rmod beach,35.242967,-3.9673,Tanger-Tétouan-Al Hoceima,220.4971744596084,31.99407863017848,27.92482786178589,33.694576263427734,0.9,3378.880854695291,,,,point,0,,,
loc_00633,Isri beach,35.218844,-3.911254,Tanger-Tétouan-Al Hoceima,584.7745735484597,8.782831291077844,6.16612368106842,2.257607698440552,0.9,3389.6238868784253,,,,point,0,,,
loc_00634,Cliff of Al Hoceima,35.223953,-4.050532,Tanger-Tétouan-Al Hoceima,6054.265122308777,25.15971397530124,17.67389831542969,287.0141906738281,0.35,11180.67080418558,,,,point,0,,,
loc_00635,Quemado beach,35.244087,-3.92618,Tanger-Tétouan-Al Hoceima,110.06544431997064,1.4818345804897866,0.4119707202911377,0.0,0.1,381.2971933359099,,,,point,0,,,
loc_00636,Cara Bonita beach,35.234276,-3.922583,Tanger-Tétouan-Al Hoceima,338.8001083662407,7.286703801379862,3.2233160877227784,0.0,0.9,1388.9256862705336,,,,point,0,,,
loc_00637,Maktoa beach,35.229936,-3.919097,Tanger-Tétouan-Al Hoceima,873.3729491833768,17.89972145694825,12.342970213890077,30.99403190612793,0.1,1965.363055557605,,,,point,0,,,
loc_00638,Small islands of Al Hoceima,35.216773,-3.901165,Tanger-Tétouan-Al Hoceima,1407.9390813458108,1.2702360787528046,0.3684356331825256,0.0,0.9,4108.43004958981,,,,point,0,,,
loc_00639,Sfiha beach,35.2062,-3.88821,Tanger-Tétouan-Al Hoceima,1004.1469867159558,3.058650090797154,2.684250831604004,3.223959922790528,0.9,5767.232235957364,,,,point,0,,,
loc_00640,Al Hoceima Bay,35.211857,-3.831492,Tanger-Tétouan-Al Hoceima,2207.442914283333,0.0,0.0,0.0,0.9,9697.22468160581,,,,point,0,,,
loc_00641,Strait of Gibraltar,35.929746,-5.438324,Tanger-Tétouan-Al Hoceima,2987.7536044717026,0.0,0.0,0.0,0.9,12220.693706855,,,,point,0,,,
loc_00642,Hill of Taifour,35.676276,-5.298678,Tanger-Tétouan-Al Hoceima,1067.141086614361,19.226543790939484,10.155980834960936,272.73046875,0.55,2352.1499227390814,,,,point,0,,,
loc_00643,Fault of Samsa,35.598793,-5.413419,Tanger-Tétouan-Al Hoceima,1049.1987607527667,20.85842737222629,13.6350537109375,324.5277099609375,0.35,4760.378185939178,,,,point,0,,,
loc_00644,Cluse of Tetouan,35.54326,-5.443002,Tanger-Tétouan-Al Hoceima,1657.6695106135082,7.155791476232924,2.823370590209961,29.37153053283692,0.2,6847.777185195723,,,,point,0,,,
loc_00645,Anticline of Nator cliff,35.52956,-5.372524,Tanger-Tétouan-Al Hoceima,1983.9054637676968,22.787973776667844,9.71075927734375,583.987060546875,0.15,4478.313248473739,,,,point,0,,,
loc_00646,Synclinal of Tazarine,35.50192,-5.368411,Tanger-Tétouan-Al Hoceima,4381.093047187933,20.957106253116283,12.582470703125,935.0760498046876,0.15,7568.811406275407,,,,point,0,,,
loc_00647,Chefchaouen furrow,35.178822,-5.256485,Tanger-Tétouan-Al Hoceima,1475.9505960332672,38.30397662389269,24.950634765625,1109.909912109375,0.35,1552.494613144457,,,,point,0,,,
loc_00648,Fault escarpment of Mizlafene,35.267876,-5.22021,Tanger-Tétouan-Al Hoceima,699.3408204475975,57.07814075169536,49.406937255859376,490.1979370117188,0.15,11855.423725778704,,,,point,0,,,
loc_00649,Cliff of Imezar,35.180251,-5.197536,Tanger-Tétouan-Al Hoceima,6085.689886248319,18.213872639935907,11.0349755859375,1288.1812744140625,0.55,6561.218330768162,,,,point,0,,,
loc_00650,Folds of Sidi Abdelhamid,35.179166,-5.246346,Tanger-Tétouan-Al Hoceima,2061.48165198896,25.60441517348622,15.5043212890625,1048.0145263671875,0.15,2309.392499371817,,,,point,0,,,
loc_00651,Klippes of Soukna,35.115764,-5.411627,Tanger-Tétouan-Al Hoceima,2412.630625840288,18.30401604574061,10.172421875,1353.3851318359375,0.55,14299.587375700326,,,,point,0,,,
loc_00652,Folds and fault of Amtar,35.082901,-4.192447,Tanger-Tétouan-Al Hoceima,2444.11731895304,4.7006510618535575,2.504287109375,342.9808349609375,0.15,29894.768757878686,,,,point,0,,,
loc_00653,Cirque of Jebha,35.211084,-4.661205,Tanger-Tétouan-Al Hoceima,556.0945066563102,29.71798182444133,18.10656711578369,58.90612411499024,0.1,55373.17884984656,,,,point,0,,,
loc_00654,Fauld of Mtioua,35.31734,-4.92847,Tanger-Tétouan-Al Hoceima,75.80254525774023,27.51906528042337,17.66835678100586,85.08541870117188,0.15,35008.2478336031,,,,point,0,,,
loc_00655,Bar of Tizirene,35.009775,-4.918015,Tanger-Tétouan-Al Hoceima,1198.293310537916,33.49938248260647,26.5842724609375,2022.621337890625,0.55,36450.04932040134,,,,point,0,,,
loc_00656,Oued Rmel dam,35.872707,-5.476005,Tanger-Tétouan-Al Hoceima,1079.392175423518,16.142502216212833,12.272964782714844,87.20890045166016,0.35,10977.541547652783,,,,point,0,,,
loc_00657,Al Raouz dam,35.711,-5.498116,Tanger-Tétouan-Al Hoceima,1549.0061751817425,0.0,0.0,116.5,0.9,16090.20460310841,,,,point,0,,,
loc_00658,Smir dam,35.402013,-5.2355,Tanger-Tétouan-Al Hoceima,1152.088854708557,23.685827220644885,14.20485107421875,339.184814453125,0.35,22514.313264660235,,,,point,0,,,
loc_00659,Ajras dam,35.564636,-5.494865,Tanger-Tétouan-Al Hoceima,252.534262293352,0.8323587347148584,0.3697750854492188,44.64872741699219,0.9,10884.761188790037,,,,point,0,,,
loc_00660,Martil dam,35.477117,-5.428091,Tanger-Tétouan-Al Hoceima,1310.787085148682,18.50638001876264,13.867826232910156,97.12396240234376,0.9,11382.237109775237,,,,point,0,,,
loc_00661,Nakhla dam,35.441739,-5.396691,Tanger-Tétouan-Al Hoceima,368.927796063756,0.0,0.0,190.0,0.9,14377.835870939083,,,,point,0,,,
loc_00662,Prissa dam,35.364628,-5.17617,Tanger-Tétouan-Al Hoceima,162.01776360091537,19.42729448598877,8.302144241333007,25.0,0.9,23330.365452020586,,,,point,0,,,
loc_00663,Oued Laou dam,35.246227,-5.291671,Tanger-Tétouan-Al Hoceima,256.5368466319264,0.99335391817678,0.1958056640625,262.0,0.2,8869.198087544382,,,,point,0,,,
loc_00664,Moulay Bouchta dam,35.264187,-5.351637,Tanger-Tétouan-Al Hoceima,292.22832612784856,2.312310741943482,1.06250732421875,339.9729919433594,0.9,13031.147006734218,,,,point,0,,,
loc_00665,Jaber lake,35.31665,-5.496082,Tanger-Tétouan-Al Hoceima,1126.9110808025234,6.20482389126705,2.607509765625,975.8909301757812,0.15,26421.72138432985,,,,point,0,,,
loc_00666,Bouhachem lake,35.56615,-5.226447,Tanger-Tétouan-Al Hoceima,1860.3152499591365,0.0,0.0,0.0,0.9,7150.95376818923,,,,point,0,,,
loc_00667,Al Houmar lake,35.07728,-5.26288,Tanger-Tétouan-Al Hoceima,2246.6104624144145,6.735916723882059,3.6162109375,612.40478515625,0.15,10185.893234800898,,,,point,0,,,
loc_00668,Laarays lake,35.07686,-5.26586,Tanger-Tétouan-Al Hoceima,2285.897199497332,12.715473626728382,7.03157958984375,590.052490234375,0.15,10222.958816973598,,,,point,0,,,
loc_00669,Al Mhad lake,35.07556,-5.26466,Tanger-Tétouan-Al Hoceima,2429.116870692706,8.014662810133451,4.26831787109375,620.9495239257812,0.15,10370.43104684564,,,,point,0,,,
loc_00670,Al Garn lake,35.022547,-5.205902,Tanger-Tétouan-Al Hoceima,2.7719677794512214,14.14845360896223,8.59828125,1198.3670654296875,0.15,17223.671525725607,,,,point,0,,,
loc_00671,Ifrat Fouden lake,35.0163612,-4.904481,Tanger-Tétouan-Al Hoceima,2052.538034511769,20.80434167590613,10.8765185546875,1713.8857421875,0.55,37191.08421410975,,,,point,0,,,
loc_00672,Al Jomoaa dam,34.933095,-4.319152,Tanger-Tétouan-Al Hoceima,1056.617313738136,1.0392091006243618,0.3109375,977.0,0.9,49560.27231609259,,,,point,0,,,
loc_00673,Mujer dormida mountain,35.402279,-5.322191,Tanger-Tétouan-Al Hoceima,258.23517341333934,23.066843330585467,13.2080322265625,1051.82763671875,0.15,19223.98025788128,,,,point,0,,,
loc_00674,Gully of Tamghart,35.488401,-5.130791,Tanger-Tétouan-Al Hoceima,288.1327731016247,26.644779201915487,16.30741638183594,134.47152709960938,0.55,19341.37141258299,,,,point,0,,,
loc_00675,Rockfall niche of Azenti,35.375224,-4.994033,Tanger-Tétouan-Al Hoceima,227.89103857662167,27.201829847198805,15.693424224853516,91.8402328491211,0.55,33869.13202603805,,,,point,0,,,
loc_00676,Scree cone of Mountain Kelti,35.372808,-5.265224,Tanger-Tétouan-Al Hoceima,1904.032489252439,22.46747563078983,15.28814208984375,894.3287353515625,0.15,22689.226306659148,,,,point,0,,,
loc_00677,Rockfall niche of Ametras,35.083446,-5.079801,Tanger-Tétouan-Al Hoceima,39.50493267191064,11.665645365896449,7.51539794921875,836.2837524414062,0.15,19597.181443783786,,,,point,0,,,
loc_00678,Badlands of Idsoulyene,35.001798,-5.370017,Tanger-Tétouan-Al Hoceima,132.35698869666217,29.89287142584586,17.5478662109375,543.3031005859375,0.55,20744.06245948236,,,,point,0,,,
loc_00679,Slippage of Cara Bonita,35.232057,-3.922928,Tanger-Tétouan-Al Hoceima,456.8739258340637,22.705828117252025,13.62527473449707,29.380449295043945,0.15,1594.5005694784554,,,,point,0,,,
loc_00680,Plain of Restinga,35.789824,-5.361532,Tanger-Tétouan-Al Hoceima,548.8758722480171,0.9187128619862672,0.3098854255676269,5.780057907104492,0.15,5491.358872108866,,,,point,0,,,
loc_00681,Alluvial plain of Martil,35.593329,-5.288213,Tanger-Tétouan-Al Hoceima,968.486753347688,0.7353914044720503,0.2911710262298584,1.4398531913757324,0.2,2967.149649104972,,,,point,0,,,
loc_00682,Cascades of Ezarka,35.520043,-5.340233,Tanger-Tétouan-Al Hoceima,3865.9620099915687,22.75055215153417,14.009252319335936,159.4627685546875,0.55,6350.248945892908,,,,point,0,,,
loc_00683,Cascades of Akherkhour,35.300691,-5.20585,Tanger-Tétouan-Al Hoceima,51.50082011404642,11.880020393172664,7.41558837890625,290.78033447265625,0.15,15728.313013808774,,,,point,0,,,
loc_00684,Alluvial plain of Amsa,35.537348,-5.22077,Tanger-Tétouan-Al Hoceima,392.3632898201065,0.7573866655330036,0.3440278720855713,3.301397562026977,0.2,10130.390272538638,,,,point,0,,,
loc_00685,Alluvial plain of Oued Laou,35.082902,-4.192445,Tanger-Tétouan-Al Hoceima,2444.026987569684,4.700651079033368,2.504287109375,342.9808349609375,0.15,29894.55656681524,,,,point,0,,,
loc_00686,Meander of Oued Laou,35.429939,-5.098185,Tanger-Tétouan-Al Hoceima,1133.4909954122518,1.3543298453935195,0.7468867075443267,2.818266630172729,0.2,26235.40764673631,,,,point,0,,,
loc_00687,Cascades of Talembote,35.296245,-5.22719,Tanger-Tétouan-Al Hoceima,6.222585255668675,27.892714296640914,15.690253295898437,220.7696533203125,0.55,14658.645041292211,,,,point,0,,,
loc_00688,Alluvial plain of Bouhmed,35.330213,-4.952795,Tanger-Tétouan-Al Hoceima,539.3664337221791,0.3330980396118752,0.1359772872924804,5.265829563140869,0.2,33812.74831117163,,,,point,0,,,
loc_00689,Sidi Yahya Aarab valley,35.273273,-4.900421,Tanger-Tétouan-Al Hoceima,1639.9826822367672,31.5606436232882,16.434864501953125,235.6973876953125,0.55,35384.08042930497,,,,point,0,,,
loc_00690,Cascade of Oued Al Kalaa,35.242975,-5.158297,Tanger-Tétouan-Al Hoceima,2328.0155508049093,30.478657795771745,20.24272216796875,880.480712890625,0.35,12963.196718611414,,,,point,0,,,
loc_00691,Cascades of Akchour,35.185251,-5.194523,Tanger-Tétouan-Al Hoceima,6521.924386364737,22.093724844208555,15.1343701171875,1255.8482666015625,0.55,6955.205611099716,,,,point,0,,,
loc_00692,Cascades of Taourart,35.218905,-5.139681,Tanger-Tétouan-Al Hoceima,5142.306780991153,49.163784895529744,39.86107421875,747.185302734375,0.55,12952.464741360523,,,,point,0,,,
loc_00693,River terrace of Issaguen,34.918387,-4.565299,Tanger-Tétouan-Al Hoceima,192.9040137447106,2.9244100701189577,1.2312060546875,1483.921875,0.2,68262.36906175937,,,,point,0,,,
loc_00694,Alluvial plain of Nekor,35.190059,-3.877818,Tanger-Tétouan-Al Hoceima,618.2171706636743,2.208721240203565,0.96710205078125,11.52963638305664,0.15,7752.954691495961,,,,point,0,,,
loc_00695,Canyon of Laou river,35.280073,-5.233774,Tanger-Tétouan-Al Hoceima,3.824617332620272,29.571974665230776,15.772229614257812,167.2307586669922,0.55,12767.996996107016,,,,point,0,,,
loc_00696,Natural bridge of Akchour,35.195231,-5.178878,Tanger-Tétouan-Al Hoceima,5936.588221775778,22.05947938994217,13.52265625,765.8876342773438,0.55,8646.828767937515,,,,point,0,,,
loc_00697,Canyon of Farda river,35.195315,-5.178814,Tanger-Tétouan-Al Hoceima,5927.661094416562,22.059495077381744,13.52265625,765.8876342773438,0.55,8655.4747484251,,,,point,0,,,
loc_00698,Canyon of Adelmane river,35.211334,-5.04086,Tanger-Tétouan-Al Hoceima,4263.744265108139,34.27448578471175,21.15802856445313,360.7762756347656,0.55,21207.1421834392,,,,point,0,,,
loc_00699,Natural bridge and travertine of Assifane,35.074391,-4.564801,Tanger-Tétouan-Al Hoceima,230.0653732437606,15.53330657124796,9.5492724609375,1175.596923828125,0.15,60734.08693329795,,,,point,0,,,
loc_00700,Cascades of Imlil canyon,35.08114,-4.104749,Tanger-Tétouan-Al Hoceima,539.9548673926005,7.749620350386743,3.773531494140625,407.9076843261719,0.2,24171.281922419625,,,,point,0,,,
loc_00701,Snow niche of Mountain Lakraa,35.122193,-5.08885,Tanger-Tétouan-Al Hoceima,4275.360187027265,14.171676094335869,7.47048828125,1978.81591796875,0.15,17122.543436883745,,,,point,0,,,
loc_00702,Accumulation glaze of Soukna,35.106971,-5.387428,Tanger-Tétouan-Al Hoceima,1716.4677937804845,21.53903175258624,12.5527587890625,1112.21044921875,0.55,12825.062139556949,,,,point,0,,,
loc_00703,Dunes of Al Hoceima,35.182938,-3.934226,Tanger-Tétouan-Al Hoceima,718.9000330300623,7.587976207088478,3.816312255859375,234.8492584228516,0.1,6923.390788762064,,,,point,0,,,
loc_00704,Izourhar lake,31.70484722222222,-6.260811111111111,Béni Mellal-Khénifra,5106.453935323282,0.9043178497220332,0.27556640625,2533.4287109375,0.9,70521.61273721118,,,,point,0,,,
loc_00705,Ibakliwn 1,31.663308333333333,-6.36565,Béni Mellal-Khénifra,818.794871059076,43.14706044980777,34.079111328125,2025.3370361328125,0.15,74608.00969912866,,,,point,0,,,
loc_00706,Ibakilwn 2,31.659866666666662,-6.387611111111111,Béni Mellal-Khénifra,45.45935859831165,4.238634658481701,2.6632373046875,1903.049072265625,0.55,75051.30168204913,,,,point,0,,,
loc_00707,Oued Rbat,31.65869722222222,-6.409952777777778,Béni Mellal-Khénifra,207.6724372186545,0.975092458270985,0.4741259765625,1859.8812255859373,0.55,75301.22305880518,,,,point,0,,,
