Locality ID,Geological Domain,Region,Geosite Name,Geosite Type,Reference,Title,Latitude,Longitude,Accessibility Class,
loc_00915,Middle Atlas,Fés-Meknés,Tichou Moulay Said,,"Baadi, 2023c",The Palaeontological Heritage of Vertebrates in the Middle Atlas (Morocco): Initiatives of Inventory and Assessment for a Rare Heritage Threatened with Degradation,33.44114167,-4.395372222,Moderate,
loc_00916,Middle Atlas,Fés-Meknés,Tirardine,,"Baadi, 2023c",The Palaeontological Heritage of Vertebrates in the Middle Atlas (Morocco): Initiatives of Inventory and Assessment for a Rare Heritage Threatened with Degradation,33.43595278,-4.359125,Difficult,
loc_00917,Middle Atlas,Fés-Meknés,Aari Aguelmam,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.16810556,-5.14145,Easy,
loc_00918,Middle Atlas,Fés-Meknés,Aghbalou Abrechane,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.13965,-5.056938889,Easy,
loc_00919,Middle Atlas,Fés-Meknés,Aghbalou n’Brahim,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.1894,-5.085630556,Easy,
loc_00920,Middle Atlas,Fés-Meknés,Aghbalou n’Talouat,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.14028611,-5.051758333,Easy,
loc_00921,Middle Atlas,Fés-Meknés,Aghbalou Ou Mançour,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.22733056,-5.093702778,Easy,
loc_00922,Middle Atlas,Fés-Meknés,Aghbalou Taddat,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.26463889,-5.365325,Easy,
loc_00923,Middle Atlas,Fés-Meknés,Aghbalou Tagma,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.23162778,-4.971713889,Easy,
loc_00924,Middle Atlas,Fés-Meknés,Aguelmam Abekhane,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.18963611,-5.141980556,Easy,
loc_00925,Middle Atlas,Fés-Meknés,Aguelmam Afiroua,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.22733056,-5.093702778,Easy,
loc_00926,Middle Atlas,Fés-Meknés,Aguelmam Aghbalou Oumlil,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.24329167,-4.651375,Easy,
loc_00927,Middle Atlas,Fés-Meknés,Aguelmam Ait Said,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.37261944,-4.847152778,Easy,
loc_00928,Middle Atlas,Fés-Meknés,Aguelmam Azegza,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.02415833,-5.091247222,Easy,
loc_00929,Middle Atlas,Fés-Meknés,Aguelmam Azougouarh,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.76129444,-5.296888889,Easy,
loc_00930,Middle Atlas,Fés-Meknés,Aguelmam Bou Youssef,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.26079444,-5.156238889,Easy,
loc_00931,Middle Atlas,Fés-Meknés,Aguelmam Boucherouidene,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.49388611,-5.120933333,Easy,
loc_00932,Middle Atlas,Fés-Meknés,Aguelmam Ifrighraoune,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.28836111,-5.179252778,Moderate,
loc_00933,Middle Atlas,Fés-Meknés,Aguelmam Nad′Adim,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.17880278,-5.080147222,Moderate,
loc_00934,Middle Atlas,Fés-Meknés,Aguelmam n’Tghallouine,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.38611944,-5.095947222,Easy,
loc_00935,Middle Atlas,Fés-Meknés,Aguelmam Ntifounassine,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.15417778,-5.093830556,Moderate,
loc_00936,Middle Atlas,Fés-Meknés,Aguelmam Ticharat,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.00381667,-5.131633333,Easy,
loc_00937,Middle Atlas,Fés-Meknés,Aguelmam Tidouit,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.24382778,-5.096116667,Easy,
loc_00938,Middle Atlas,Fés-Meknés,Ain Aberchaou,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.89761111,-4.014505556,Easy,
loc_00939,Middle Atlas,Fés-Meknés,Ain Ait Meziane,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.66658611,-5.006430556,Easy,
loc_00940,Middle Atlas,Fés-Meknés,Ain Ajaabou,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.27228333,-5.341147222,Easy,
loc_00941,Middle Atlas,Fés-Meknés,Ain Akadous,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.30856667,-5.312166667,Easy,
loc_00942,Middle Atlas,Fés-Meknés,Ain Amernoud,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.68457222,-4.644205556,Difficult,
loc_00943,Middle Atlas,Fés-Meknés,Ain Atshernat,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.860025,-4.071272222,Difficult,
loc_00944,Middle Atlas,Fés-Meknés,Ain Ben Smime,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.490525,-5.158630556,Easy,
loc_00945,Middle Atlas,Fés-Meknés,Ain Dem,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.65043333,-4.676088889,Difficult,
loc_00946,Middle Atlas,Fés-Meknés,Ain El Aouda,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,34.09748889,-4.037113889,Easy,
loc_00947,Middle Atlas,Fés-Meknés,Aïn Erreha,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,34.00441944,-4.204813889,Easy,
loc_00948,Middle Atlas,Fés-Meknés,Ain Guenaz,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.82399444,-4.127375,Difficult,
loc_00949,Middle Atlas,Fés-Meknés,Ain Ighlfoun,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.86443333,-4.025452778,Difficult,
loc_00950,Middle Atlas,Fés-Meknés,Ain Ighoul,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.67649167,-4.528038889,Difficult,
loc_00951,Middle Atlas,Fés-Meknés,Ain Ighouzaz,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.91289722,-4.002994444,Difficult,
loc_00952,Middle Atlas,Fés-Meknés,Ain Jerjoub,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,34.03028333,-4.109444444,Difficult,
loc_00953,Middle Atlas,Fés-Meknés,Ain Jerrah,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.74307222,-5.032669444,Easy,
loc_00954,Middle Atlas,Fés-Meknés,Ain Jorf,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.61043333,-4.880102778,Easy,
loc_00955,Middle Atlas,Fés-Meknés,Ain Kahla,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.237175,-5.216227778,Easy,
loc_00956,Middle Atlas,Fés-Meknés,Ain Kahla 2,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.24341667,-4.96685,Easy,
loc_00957,Middle Atlas,Fés-Meknés,Aïn Khadem,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.68907222,-5.3714,Easy,
loc_00958,Middle Atlas,Fés-Meknés,Ain Maarouf,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.67733056,-5.492633333,Difficult,
loc_00959,Middle Atlas,Fés-Meknés,Ain Melzit,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.81008611,-4.070302778,Difficult,
loc_00960,Middle Atlas,Fés-Meknés,Ain Mezdou,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.76178611,-4.820505556,Difficult,
loc_00961,Middle Atlas,Fés-Meknés,Ain Mghirta,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.68124722,-4.529213889,Difficult,
loc_00962,Middle Atlas,Fés-Meknés,Aïn n’Tislit,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.94585556,-4.224586111,Difficult,
loc_00963,Middle Atlas,Fés-Meknés,Ain Ouamender,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.74685833,-4.543055556,Difficult,
loc_00964,Middle Atlas,Fés-Meknés,Ain Regrag,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.77913611,-4.732255556,Difficult,
loc_00965,Middle Atlas,Fés-Meknés,Ain Sidi Rached,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.45830833,-5.150641667,Easy,
loc_00966,Middle Atlas,Fés-Meknés,Ain Skhounate,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.44908333,-4.339016667,Difficult,
loc_00967,Middle Atlas,Fés-Meknés,Ain Sultane,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.71784444,-5.003052778,Moderate,
loc_00968,Middle Atlas,Fés-Meknés,Ain Takeltount,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.61148056,-4.884241667,Easy,
loc_00969,Middle Atlas,Fés-Meknés,Ain Takhouwat,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.69269167,-4.587013889,Difficult,
loc_00970,Middle Atlas,Fés-Meknés,Ain Talghoulat,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.37153889,-5.101211111,Moderate,
loc_00971,Middle Atlas,Fés-Meknés,Ain Tamzirt,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.4929,-4.296519444,Difficult,
loc_00972,Middle Atlas,Fés-Meknés,Ain Tassiwine,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.81586667,-4.068025,Difficult,
loc_00973,Middle Atlas,Fés-Meknés,Ain Tataw,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.46128056,-4.295644444,Difficult,
loc_00974,Middle Atlas,Fés-Meknés,Ain Tidouit,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.23746389,-5.097741667,Difficult,
loc_00975,Middle Atlas,Fés-Meknés,Ain Tifratine,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.19843056,-5.196027778,Difficult,
loc_00976,Middle Atlas,Fés-Meknés,Ain Timedrine,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.74890278,-4.550766667,Difficult,
loc_00977,Middle Atlas,Fés-Meknés,Ain Vital,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.54643889,-5.112022222,Easy,
loc_00978,Middle Atlas,Fés-Meknés,Ain Zerrouka,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.54390833,-5.094422222,Easy,
loc_00979,Middle Atlas,Fés-Meknés,Aioun Imettassene,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.4994,-5.078819444,Easy,
loc_00980,Middle Atlas,Fés-Meknés,Aioun Ras El Ma,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.46529167,-5.148561111,Easy,
loc_00981,Middle Atlas,Fés-Meknés,Ait Athia,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.37675556,-4.430833333,Moderate,
loc_00982,Middle Atlas,Fés-Meknés,Amane Imellaline (Ain Joua),,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.65430278,-4.143988889,Difficult,
loc_00983,Middle Atlas,Fés-Meknés,Anzar Oufounas,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.16446944,-5.145238889,Difficult,
loc_00984,Middle Atlas,Fés-Meknés,Cascade d’Aït smail,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.88212778,-4.049886111,Difficult,
loc_00985,Middle Atlas,Fés-Meknés,Cascade des vierges,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.53144444,-5.109008333,Difficult,
loc_00986,Middle Atlas,Fés-Meknés,Cascade d’Imouzar Marmoucha,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.46691111,-4.2956,Moderate,
loc_00987,Middle Atlas,Fés-Meknés,Cascade d’Imouzer Kandar,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.71819444,-5.014344444,Moderate,
loc_00988,Middle Atlas,Fés-Meknés,Cascade Hawai,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.20070833,-5.389233333,Difficult,
loc_00989,Middle Atlas,Fés-Meknés,Cascade Ras El Ma,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,34.14486944,-4.010294444,Easy,
loc_00990,Middle Atlas,Fés-Meknés,Cascade Sefrou,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.82824444,-4.849566667,Easy,
loc_00991,Middle Atlas,Fés-Meknés,Cascade Sidi Bou Shaq,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.05030833,-5.271638889,Difficult,
loc_00992,Middle Atlas,Fés-Meknés,Cascade Skoura,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.51601667,-4.537730556,Easy,
loc_00993,Middle Atlas,Fés-Meknés,Cascade Tagoute,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.48372222,-4.6104,Difficult,
loc_00994,Middle Atlas,Fés-Meknés,Dayet Aoua,,"Sayad et al., 2020","Dayet Aoua, a threatened mountain geomorphosite for sustainable development",33.65477778,-5.041138889,Easy,
loc_00995,Middle Atlas,Fés-Meknés,Dayet El Jerane,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.56388056,-4.997213889,Easy,
loc_00996,Middle Atlas,Fés-Meknés,Dayet Hachlaf,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.55094722,-4.999636111,Easy,
loc_00997,Middle Atlas,Fés-Meknés,Dayet Iffer,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.60673611,-4.907886111,Easy,
loc_00998,Middle Atlas,Fés-Meknés,Dayet Lakbira,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.45885,-4.864397222,Easy,
loc_00999,Middle Atlas,Fés-Meknés,Dayet Maasker,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.64201389,-5.098416667,Easy,
loc_01000,Middle Atlas,Fés-Meknés,Dayet Moucherkour,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.50289167,-5.106875,Easy,
loc_01001,Middle Atlas,Fés-Meknés,Dayet Tichout,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.50989444,-5.137066667,Easy,
loc_01002,Middle Atlas,Fés-Meknés,Ifri Ou Berid,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.25298889,-5.258861111,Moderate,
loc_01003,Middle Atlas,Fés-Meknés,Lac Afnourir,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.28038889,-5.253027778,Easy,
loc_01004,Middle Atlas,Fés-Meknés,Lac Afourgagh,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.61366389,-4.878188889,Easy,
loc_01005,Middle Atlas,Fés-Meknés,Lac Agoulmame,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.66503889,-4.85215,Easy,
loc_01006,Middle Atlas,Fés-Meknés,Lac Tighboula-Laachoure,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.17588333,-5.098941667,Easy,
loc_01007,Middle Atlas,Fés-Meknés,Ouoouchène,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.40856111,-4.911777778,Difficult,
loc_01008,Middle Atlas,Fés-Meknés,Rabiaa-Bitit,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.55803611,-5.23225,Easy,
loc_01009,Middle Atlas,Fés-Meknés,Ras Adrar Izem,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.19446667,-5.161566667,Moderate,
loc_01010,Middle Atlas,Fés-Meknés,Ras El Ain,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.47276667,-4.278886111,Difficult,
loc_01011,Middle Atlas,Fés-Meknés,Ras El Ma,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,34.14486944,-4.010294444,Easy,
loc_01012,Middle Atlas,Fés-Meknés,Résurgence d’Ademame,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,34.03153333,-4.154888889,Easy,
loc_01013,Middle Atlas,Fés-Meknés,Sabhab,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.89850556,-4.045475,Difficult,
loc_01014,Middle Atlas,Fés-Meknés,Sidi Yahia,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.740775,-4.192327778,Difficult,
loc_01015,Middle Atlas,Fés-Meknés,Tabhirte,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.96127222,-4.247208333,Easy,
loc_01016,Middle Atlas,Fés-Meknés,Tibakhbakhine,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,34.10235556,-4.004022222,Moderate,
loc_01017,Middle Atlas,Fés-Meknés,Tiguelmamine (El Hajeb),,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.74834167,-5.234116667,Easy,
loc_01018,Middle Atlas,Fés-Meknés,Tit-Zill,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.33423333,-4.885155556,Easy,
loc_01019,Middle Atlas,Fés-Meknés,Zaouiat Ifrane,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.19391389,-5.419166667,Easy,
loc_01020,Middle Atlas,Fés-Meknés,Assaka,,"Baadi, 2023e",Fluvial Heritage of the Middle Atlas (Morocco): An Essential Element for Regional Sustainable Development,33.47374722,-4.638691667,Difficult,
loc_01021,Middle Atlas,Fés-Meknés,Bizi,,"Baadi, 2023e",Fluvial Heritage of the Middle Atlas (Morocco): An Essential Element for Regional Sustainable Development,33.96036667,-3.96215,Difficult,
loc_01022,Middle Atlas,Fés-Meknés,El Aouinate,,"Baadi, 2023e",Fluvial Heritage of the Middle Atlas (Morocco): An Essential Element for Regional Sustainable Development,33.59868333,-4.774555556,Difficult,
loc_01023,Middle Atlas,Fés-Meknés,El Herahir,,"Baadi, 2023e",Fluvial Heritage of the Middle Atlas (Morocco): An Essential Element for Regional Sustainable Development,33.64166111,-4.991175,Easy,
loc_01024,Middle Atlas,Fés-Meknés,Fellat,,"Baadi, 2023e",Fluvial Heritage of the Middle Atlas (Morocco): An Essential Element for Regional Sustainable Development,33.05074722,-5.280627778,Difficult,
loc_01025,Middle Atlas,Fés-Meknés,Gorge d’Issouka,,"Baadi, 2023e",Fluvial Heritage of the Middle Atlas (Morocco): An Essential Element for Regional Sustainable Development,33.44948333,-4.338158333,Moderate,
loc_01026,Middle Atlas,Fés-Meknés,Gorges d’El Mahssere,,"Baadi, 2023e",Fluvial Heritage of the Middle Atlas (Morocco): An Essential Element for Regional Sustainable Development,33.54183056,-4.410194444,Difficult,
loc_01027,Middle Atlas,Fés-Meknés,Hayane,,"Baadi, 2023e",Fluvial Heritage of the Middle Atlas (Morocco): An Essential Element for Regional Sustainable Development,33.72211389,-4.227055556,Difficult,
loc_01028,Middle Atlas,Fés-Meknés,Issoumat,,"Baadi, 2023e",Fluvial Heritage of the Middle Atlas (Morocco): An Essential Element for Regional Sustainable Development,33.46336944,-4.682261111,Difficult,
loc_01029,Middle Atlas,Fés-Meknés,Jbel Lbghel,,"Baadi, 2023e",Fluvial Heritage of the Middle Atlas (Morocco): An Essential Element for Regional Sustainable Development,33.48104444,-4.7156,Difficult,
loc_01030,Middle Atlas,Fés-Meknés,Jider,,"Baadi, 2023e",Fluvial Heritage of the Middle Atlas (Morocco): An Essential Element for Regional Sustainable Development,33.72848611,-4.238280556,Difficult,
loc_01031,Middle Atlas,Fés-Meknés,Oudiksou,,"Baadi, 2023e",Fluvial Heritage of the Middle Atlas (Morocco): An Essential Element for Regional Sustainable Development,33.25000556,-4.836361111,Difficult,
loc_01032,Middle Atlas,Fés-Meknés,Qalaa,,"Baadi, 2023e",Fluvial Heritage of the Middle Atlas (Morocco): An Essential Element for Regional Sustainable Development,33.94078889,-3.992705556,Difficult,
loc_01033,Middle Atlas,Fés-Meknés,Taffert,,"Baadi, 2023e",Fluvial Heritage of the Middle Atlas (Morocco): An Essential Element for Regional Sustainable Development,33.73351667,-4.239438889,Difficult,
loc_01034,Middle Atlas,Fés-Meknés,Tazemmakt,,"Baadi, 2023e",Fluvial Heritage of the Middle Atlas (Morocco): An Essential Element for Regional Sustainable Development,33.16766944,-5.177058333,Difficult,
loc_01035,Middle Atlas,Fés-Meknés,Teminte,,"Baadi, 2023e",Fluvial Heritage of the Middle Atlas (Morocco): An Essential Element for Regional Sustainable Development,33.76223056,-5.143988889,Moderate,
loc_01036,Middle Atlas,Fés-Meknés,Tiguelmamine,,"Baadi, 2023e",Fluvial Heritage of the Middle Atlas (Morocco): An Essential Element for Regional Sustainable Development,33.77156389,-5.196016667,Difficult,
loc_01037,Middle Atlas,Fés-Meknés,Tijma,,"Baadi, 2023e",Fluvial Heritage of the Middle Atlas (Morocco): An Essential Element for Regional Sustainable Development,33.48793889,-4.806505556,Moderate,
loc_01038,Middle Atlas,Fés-Meknés,Tmourhout,,"Baadi, 2023e",Fluvial Heritage of the Middle Atlas (Morocco): An Essential Element for Regional Sustainable Development,33.90555278,-4.027030556,Difficult,
loc_01039,Middle Atlas,Fés-Meknés,Agouni Izguère,,"Baadi and Lebreton, 2023",Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion,33.43886389,-4.905830556,Moderate,
loc_01040,Middle Atlas,Fés-Meknés,Agrane,,"Baadi and Lebreton, 2023",Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion,34.01224722,-4.145655556,Moderate,
loc_01041,Middle Atlas,Fés-Meknés,Ain El Aouda,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,34.09768889,-4.029902778,Easy,
loc_01042,Middle Atlas,Fés-Meknés,Ain Kahla,,"Baadi, 2023d",Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat,33.23573611,-5.228925,Easy,
loc_01043,Middle Atlas,Fés-Meknés,Ait Ahmed,,"Baadi and Lebreton, 2023",Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion,33.86574444,-4.208452778,Difficult,
loc_01044,Middle Atlas,Fés-Meknés,Aoumchach I,,"Baadi and Lebreton, 2023",Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion,34.03093056,-4.130636111,Difficult,
loc_01045,Middle Atlas,Fés-Meknés,Aoumchach II,,"Baadi and Lebreton, 2023",Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion,34.02539722,-4.120247222,Difficult,
loc_01046,Middle Atlas,Fés-Meknés,Aven Koul,,"Baadi and Lebreton, 2023",Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion,33.79396667,-4.4853,Moderate,
loc_01047,Middle Atlas,Fés-Meknés,Bab Bou Idir,,"Baadi and Lebreton, 2023",Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion,34.08209444,-4.117308333,Difficult,
loc_01048,Middle Atlas,Fés-Meknés,Bab Tafertest,,"Baadi and Lebreton, 2023",Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion,34.11956111,-4.018397222,Moderate,
loc_01049,Middle Atlas,Fés-Meknés,Bir Yala,,"Baadi and Lebreton, 2023",Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion,33.74919444,-4.144863889,Difficult,
loc_01050,Middle Atlas,Fés-Meknés,Bled Nertène,,"Baadi and Lebreton, 2023",Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion,33.28416111,-5.319883333,Moderate,
loc_01051,Middle Atlas,Fés-Meknés,Bou Hyati,,"Baadi and Lebreton, 2023",Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion,34.07950278,-4.118461111,Moderate,
loc_01052,Middle Atlas,Fés-Meknés,Bou Imourdassane,,"Baadi and Lebreton, 2023",Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion,33.73885556,-4.822591667,Moderate,
loc_01053,Middle Atlas,Fés-Meknés,Bou Lebrrouj,,"Baadi and Lebreton, 2023",Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion,33.69368611,-5.193330556,Difficult,
loc_01054,Middle Atlas,Fés-Meknés,Bou Mennjel,,"Baadi and Lebreton, 2023",Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion,33.72825556,-5.148302778,Moderate,
loc_01055,Middle Atlas,Fés-Meknés,Bouslama,,"Baadi and Lebreton, 2023",Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion,34.09011944,-4.113386111,Moderate,
loc_01056,Middle Atlas,Fés-Meknés,Chaâra,,"Baadi and Lebreton, 2023",Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion,33.97953056,-4.226177778,Difficult,
loc_01057,Middle Atlas,Fés-Meknés,El Khars,,"Baadi and Lebreton, 2023",Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion,34.05381389,-4.128841667,Difficult,
